       w1         w2         w3   Data Height 
    38.253      9.012      2.918       781885 
    38.266      4.642      2.829       436467 
    38.177      4.637      2.908       276392 
    38.206      7.486      2.835      1149187 
    38.240      7.486      2.919      1050818 
    38.196      7.114      2.833       788906 
    38.174      7.112      2.915       892669 
    38.223      8.156      2.831       447844 
    38.274      4.306      2.833       622573 
    38.174      4.319      2.923       388354 
    38.251      1.762      2.837       280168 
    38.357      1.758      2.910       243467 
    38.140      1.932      2.832       277534 
    38.117      1.945      2.915       376939 
    52.654      8.160      4.579       865591 
    52.646      1.460      4.577      2735784 
    52.597      7.759      4.581       635414 
    43.244      0.535      1.468      6956884 
    43.266      8.159      1.466      5159918 
    43.266      8.159      1.466      5159918 
    43.235      4.568      1.463      1132666 
    43.250      7.754      1.469       832680 
    43.256      7.109      1.463      1574110 
    33.683      8.146      3.910       143899 
    33.683      7.739      3.916       496107 
    33.587      1.739      3.918      1152721 
    33.612      3.077      3.912       250427 
    33.526      1.155      3.916       226911 
    33.610      1.356      3.918       368082 
    33.639      7.822      3.918       628584 
    33.637      4.247      3.920       788863 
    33.590      2.312      3.908       120071 
    33.592      0.906      3.918      1013862 
    33.596      1.676      3.919      1041076 
    54.155      7.761      1.667       916987 
    54.176      7.760      1.764       891479 
    54.169      3.917      1.667      1035493 
    54.172      3.917      1.765      1036078 
    54.184      3.070      1.765      1295953 
    54.194      3.075      1.666      1635916 
    54.174      1.154      1.666       917772 
    54.170      1.152      1.765      1041312 
    54.235      1.387      1.650      1865096 
    54.201      1.363      1.765      1268340 
    54.193      0.905      1.664       791942 
    54.155      0.908      1.767       695620 
    54.280      1.652      1.653     18764782 
    43.392      3.929      3.099       219687 
    43.349      1.666      3.089      2130463 
    43.351      7.195      3.062      1093287 
    43.358      7.198      3.090      1156482 
    43.368      1.151      3.089      1595449 
    43.354      1.365      3.086      2427595 
    43.296      0.878      3.089       273714 
    50.596      7.769      1.155       196586 
    50.570      7.765      1.363       727786 
    50.649      3.934      1.126       170120 
    50.638      3.922      1.364       400094 
    50.791      1.632      1.375      1810544 
    50.579      1.748      1.362      1339498 
    50.579      3.071      1.155      1050746 
    50.631      3.076      1.366      2439792 
    50.631      3.076      1.366      2439792 
    50.599      1.162      1.364      7950446 
    50.573      1.746      1.155       733013 
    50.812      1.140      1.135     13450420 
    50.613      1.356      1.153      5679136 
    50.579      1.661      1.154       432977 
    34.871      1.785      4.361       442171 
    35.227      7.843      4.391      1545863 
    35.206      2.974      4.391      2579166 
    35.217      3.068      4.392      3292784 
    35.227      7.136      4.391      2186472 
    35.164      6.824      4.396       219974 
    35.218      8.198      4.392      2481622 
    35.302      8.055      4.396       264108 
    35.202      1.696      4.395       176648 
    37.924      7.842      2.960      1322364 
    37.926      7.842      3.073      1247862 
    37.872      4.388      2.960      1236806 
    37.903      4.390      3.073      1428810 
    37.930      7.135      2.959      1926722 
    37.922      7.135      3.072      1877448 
    37.969      6.833      2.961       107606 
    37.921      6.840      3.077       119749 
    37.931      8.193      2.960       740681 
    37.931      8.198      3.070       750905 
    45.510      8.210      3.934      8233687 
    45.548      2.966      3.928       640619 
    45.501      3.932      3.931    140995088 
    32.523      8.066      4.888       754908 
    32.490      2.856      4.888       923967 
    32.420      2.955      4.888      1137748 
    32.377      3.505      4.888      1303174 
    32.377      3.611      4.887      1930089 
    51.845      1.457      2.846       968572 
    51.876      1.458      2.955       599728 
    51.850      8.074      2.847      1138000 
    51.858      8.070      2.956       825922 
    51.844      4.897      2.853       260742 
    51.762      4.892      2.951       327189 
    51.841      2.847      2.848     22976258 
    51.843      2.952      2.849     15776688 
    51.853      2.955      2.956     18669344 
    51.890      3.498      2.851       221395 
    51.807      3.489      2.951       218776 
    51.860      3.604      2.846       421643 
    51.841      3.618      2.952       401553 
    51.847      3.178      2.847       926364 
    51.847      3.183      2.950      1218786 
    51.820      0.577      2.847       300636 
    51.935      0.578      2.963       274853 
    51.888      7.100      2.848       446434 
    51.913      7.093      2.952       351951 
    40.357      3.922      4.254      1819993 
    40.407      4.247      4.253     28146980 
    40.403      2.310      4.254      4407441 
    40.421      3.502      4.252       375943 
    40.413      1.960      4.252       961028 
    40.414      8.597      4.254      1069094 
    40.396      0.909      4.254      1670796 
    40.412      1.695      4.254      3132621 
    31.779      4.250      2.311      2223048 
    31.751      2.310      1.689     12521972 
    31.747      2.310      2.312     17499134 
    31.768      3.528      2.315       490717 
    31.766      3.614      2.317       452528 
    31.798      8.605      1.695       219037 
    31.771      8.601      2.309       129450 
    31.754      1.692      2.311     13103590 
    50.497      8.073      3.514       260022 
    50.528      8.064      3.619       340629 
    50.570      4.882      3.510       216205 
    50.500      4.884      3.612       464370 
    50.501      2.867      3.615       456712 
    50.536      2.957      3.616       515741 
    50.517      4.243      3.606       268127 
    50.509      2.305      3.509       523045 
    50.506      2.314      3.611       601759 
    50.509      1.748      3.522       951648 
    50.490      8.598      3.619       236752 
    50.516      1.713      3.614      2324462 
    51.295      2.308      1.729      1529292 
    51.304      3.499      1.728       717133 
    51.304      3.608      1.726      1285344 
    51.308      8.590      1.730       316849 
    51.275      8.605      1.963       265731 
    31.607      8.601      4.632      1007092 
    31.673      7.180      4.627       319908 
    31.608      3.184      4.630      4425474 
    31.628      8.238      4.627       820804 
    52.639      4.645      3.185       719336 
    52.590      7.181      3.185       936476 
    52.566      8.239      3.189       241793 
    52.719      8.578      3.183      1952860 
    32.676      3.208      4.400      1539288 
    32.492      8.263      4.441      3004170 
    54.550      0.369      3.184       422060 
    54.511      0.365      3.261       423217 
    54.486      0.533      3.179       676077 
    54.522      0.533      3.250       589486 
    54.493      2.992      3.249       603166 
    54.551      4.395      3.183       527495 
    54.457      4.396      3.254       554098 
    54.573      7.155      3.166       332040 
    54.558      7.163      3.252       370658 
    54.506      6.923      3.181       208741 
    54.521      6.925      3.249       252812 
    54.393      8.233      3.184       247642 
    54.492      8.232      3.252       272049 
    39.937      0.537      3.592       333134 
    39.935      7.531      3.601       169941 
    39.841      1.940      3.616       345692 
    39.903      8.897      3.606       892628 
    39.924      0.880      3.606       745163 
    32.376      1.390      1.951       642420 
    32.170      7.521      1.934       790549 
    32.219      3.598      1.932       580282 
    32.109      8.898      1.930       567366 
    32.173      0.880      1.934      6824936 
    44.972      4.543      0.850       975297 
    44.951      3.611      0.851      1295654 
    44.963      8.901      0.851      1767676 
    45.033      1.959      0.847      9714041 
    45.100      0.839      0.842    674585920 
    45.192      4.541      0.918       468543 
    45.151      7.751      0.917       575437 
    45.145      4.245      0.902      1303797 
    45.195      7.528      0.915      1375259 
    45.184      3.596      0.916      1483695 
    45.145      1.922      0.918      4428192 
    45.187      8.897      0.917       680141 
    45.032      0.885      0.886    669695488 
    44.974      1.913      3.872       549268 
    44.948      1.911      4.128       459054 
    44.992      8.900      3.869      1909144 
    44.986      8.899      4.125      1597632 
    44.971      3.873      4.129      6653542 
    44.981      4.129      3.868      6330508 
    44.986      4.129      4.127      7165039 
    45.154      8.196      3.867      1836862 
    45.000      8.194      4.129       938664 
    32.584      8.193      4.351      1125257 
    32.596      1.641      4.349      2494508 
    32.595      8.515      4.348      4897662 
    32.525      1.806      4.355      3467853 
    32.537      1.918      4.356      4011115 
    31.900      0.363      1.838       666450 
    31.921      0.364      1.906       643220 
    31.812      3.276      1.833       251745 
    31.856      3.262      1.916       261067 
    31.896      8.201      1.838       875160 
    31.912      8.194      1.901       914157 
    31.874      4.353      1.891       698892 
    31.883      3.028      1.843      1059715 
    31.899      3.026      1.897       913824 
    31.912      8.514      1.841       695933 
    31.904      8.517      1.891       518277 
    31.884      7.191      1.843       217637 
    31.957      7.182      1.912       202711 
    44.066      0.362      3.036       333217 
    44.022      8.201      3.027       311712 
    44.006      1.864      3.031      1788072 
    44.045      7.188      3.026      1245341 
    44.016      1.643      3.034      2447826 
    43.925      8.509      3.021       168662 
    44.040      2.580      3.021       244474 
    44.005      2.264      3.024       376762 
    43.980      1.105      3.036       649374 
    44.083      4.376      3.037       531813 
    51.412      8.207      1.611       912793 
    51.404      8.195      1.674       829168 
    51.384      4.355      1.610      1014811 
    51.399      4.355      1.665       926201 
    51.311      1.922      1.600      3960455 
    51.400      7.192      1.614       839318 
    51.395      7.193      1.674       786234 
    51.377      3.028      1.611      1863941 
    51.403      3.029      1.673      1757151 
    51.399      8.513      1.618       399087 
    51.316      8.520      1.657       394950 
    54.847      4.888      5.052       393664 
    54.805      8.307      5.047       723597 
    54.866      8.518      5.049      1143869 
    54.840      1.656      5.050      1942413 
    54.854      1.773      5.049      2402734 
    54.849      1.324      5.050      1334424 
    54.844      1.506      5.048       782392 
    54.854      8.819      5.049      4487628 
    54.879      0.747      5.049       714053 
    34.783      8.515      1.665      1276399 
    34.755      8.512      1.783       991844 
    34.772      5.042      1.668       389817 
    34.785      5.047      1.784       576440 
    34.777      1.656      1.662     14437166 
    34.788      1.668      1.785     11909105 
    34.786      1.786      1.665     10543226 
    34.775      1.323      1.666      1335221 
    34.776      1.514      1.663      1937570 
    34.780      8.820      1.664       771328 
    34.790      8.820      1.784       960739 
    34.592      2.245      1.812      1288877 
    34.768      0.741      1.664       844534 
    34.790      0.738      1.782      1038270 
    34.786      1.784      1.784     30108256 
    34.803      1.356      1.782      3406382 
    53.071      8.523      1.579       339565 
    53.340      2.903      1.585      3856479 
    53.340      8.835      1.571       161642 
    53.235      0.738      1.585      3838732 
    42.074      8.526      2.895       165623 
    42.102      0.738      2.904      2689058 
    42.062      1.614      2.930     12599761 
    42.066      1.346      2.929      4162054 
    49.405      8.513      1.314       593334 
    49.448      8.512      1.484       807590 
    49.425      5.047      1.319       374056 
    49.390      5.042      1.487       197607 
    49.414      1.768      1.318      1654930 
    49.410      1.314      1.318     19433142 
    49.437      1.315      1.484      8744849 
    49.440      1.489      1.317      9521898 
    49.422      1.487      1.484     18998002 
    49.458      2.904      1.316       914540 
    49.443      2.909      1.483       849958 
    49.426      8.818      1.477       216914 
    46.043      8.825      3.543      1252356 
    46.043      8.822      4.520      1380087 
    46.022      3.538      3.545      7034977 
    46.021      3.537      4.520      6438348 
    46.024      4.515      3.542      2986290 
    46.033      8.553      3.543      2627960 
    46.017      8.552      4.519      2747916 
    46.015      1.479      3.534       222417 
    46.009      1.479      4.524       298412 
    46.033      0.530      3.542      1833839 
    46.045      0.524      4.518       824351 
    46.037      5.249      3.543      1281923 
    46.055      5.249      4.521      1369924 
    46.008      2.603      3.548       191927 
    46.005      2.612      4.521       240950 
    54.179      4.942      5.190       720526 
    54.188      0.268      5.189      1159995 
    54.180      8.583      5.188      1597883 
    54.176      5.191      5.190     10182750 
    54.152      1.142      5.189      1303592 
    54.180      1.474      5.189      3183110 
    54.120      1.968      5.186       466884 
    54.154      0.807      5.196       331181 
    54.118      0.510      5.187       250310 
    54.185      8.352      5.189      5518200 
    36.178      0.708      1.461       241840 
    36.348      8.855      1.478       198873 
    36.096      3.492      1.455       296920 
    36.121      8.555      1.469      2291582 
    36.137      5.191      1.469      1455310 
    36.132      1.138      1.470      4834624 
    36.116      1.464      1.469     77482448 
    36.115      2.830      1.469       729236 
    36.123      8.355      1.469      1243781 
    36.129      0.867      1.469      1317746 
    36.220      0.525      1.467       346792 
    36.116      8.692      1.463       333591 
    36.104      3.683      1.468       421591 
    53.355      4.398      1.523       251410 
    53.418      8.574      1.524       196545 
    53.393      1.139      1.522      5369423 
    53.393      2.832      1.521      4554893 
    53.407      0.877      1.527      1259926 
    41.900      1.134      2.839      3127659 
    41.893      0.879      2.840      1778918 
    41.901      1.514      2.836      7450620 
    48.537      3.483      1.144       342650 
    48.497      8.564      1.122       531070 
    48.475      5.187      1.122       469702 
    48.498      1.135      1.133     66213656 
    48.492      1.491      1.128      6333251 
    48.505      2.833      1.137      1260916 
    48.512      8.356      1.141       649165 
    38.494      8.357      4.091      1080698 
    38.563      1.975      4.090       786529 
    38.512      0.316      4.091       897376 
    38.502      0.828      4.090      3300787 
    38.512      1.517      4.091       992120 
    38.509      0.993      4.090      2834459 
    38.504      9.169      4.092      4839602 
    38.519      1.316      4.095       204222 
    38.484      7.562      4.092       805737 
    38.523      4.844      4.091       328470 
    38.511      0.521      4.086       640540 
    38.497      8.689      4.090       445177 
    37.868      3.065      1.976      1241458 
    37.869      8.807      1.974      1419218 
    37.871      7.397      1.976      1380278 
    37.807      5.201      1.978       258724 
    37.885      8.353      1.976      2519835 
    37.817      4.083      1.979       465377 
    37.916      1.970      1.977     11200319 
    37.873      0.317      1.978      1326494 
    37.830      0.792      1.978       992393 
    37.888      1.532      1.971      1745870 
    37.862      0.997      1.976      3181751 
    38.018      2.517      0.324      3550701 
    38.015      2.667      0.324      3215521 
    38.205      8.814      0.324       307819 
    38.017      7.396      0.324       850562 
    37.864      8.356      0.320      1063788 
    38.027      4.089      0.325      1086204 
    38.027      1.971      0.324      2964195 
    38.013      0.997      0.324      6781322 
    38.007      3.167      0.326       648400 
    38.017      7.131      0.324      1317418 
    38.025      6.527      0.324      2460767 
    38.000      0.798      0.327      6779851 
    38.030      1.537      0.324      6080805 
    51.947      8.349      0.790      1235151 
    51.959      8.354      1.522      1781058 
    51.997      4.091      0.790       798202 
    51.954      1.970      0.792      1010720 
    52.004      1.969      1.520      1314487 
    51.997      0.314      0.790      2670231 
    51.967      0.311      1.521      2668332 
    51.986      0.996      1.515      1291276 
    52.005      3.161      0.788       303941 
    51.964      0.795      1.522      8398550 
    43.392      3.069      1.004      4257541 
    43.390      8.806      1.003      1586871 
    43.380      7.392      1.005       639888 
    43.375      8.372      1.005      1156769 
    43.389      4.088      1.004      2285899 
    43.391      1.970      1.004      4755095 
    43.390      0.316      1.004      5134036 
    43.376      0.827      1.002      4204272 
    43.391      0.999      1.004     98145208 
    43.389      9.171      1.005      1555344 
    43.392      7.560      1.003      2206628 
    43.391      4.378      1.006       167015 
    43.369      8.962      1.008       223609 
    43.377      5.557      1.005       255606 
    43.377      2.504      1.003       882072 
    43.357      3.184      0.998      1285772 
    43.390      7.140      1.004      2518620 
    43.395      6.540      1.002      1111403 
    43.373      0.503      1.008      1058110 
    37.018      3.062      4.678       237842 
    36.955      0.682      4.682      2903270 
    36.978      0.234      4.681       393613 
    36.986      9.167      4.684      1054690 
    36.967      1.974      4.682      3197214 
    36.982      1.288      4.679       536876 
    36.967      0.887      4.682      4304282 
    36.997      7.562      4.681       557058 
    40.057      0.693      1.977       548405 
    40.042      9.169      1.980       851353 
    40.027      4.688      1.979       711364 
    40.055      1.976      1.979     24399850 
    40.057      0.947      1.979      3343851 
    40.058      1.286      1.980      2203330 
    40.045      0.878      1.979      6937477 
    40.041      7.557      1.977       481890 
    37.939      9.169      0.832       997353 
    37.910      4.691      0.827       146022 
    37.936      1.973      0.832      4610516 
    37.936      1.291      0.832      6609597 
    37.909      1.360      0.831      2942575 
    37.936      8.688      0.835       533831 
    37.956      5.357      0.835       259061 
    37.944      3.681      0.833      3196839 
    37.914      1.601      0.831       832212 
    37.937      0.688      0.834     12668315 
    37.943      0.833      0.833    204637648 
    50.875      9.168      0.949      1454691 
    50.880      9.170      1.284      1332157 
    50.863      1.970      0.949      1163307 
    50.912      1.964      1.281      2732591 
    50.877      0.940      0.951     10845845 
    50.882      0.939      1.282      9408218 
    50.872      1.285      0.950      7076370 
    50.890      1.296      1.300     19459146 
    50.871      7.557      0.948       547126 
    50.885      7.557      1.282       853077 
    50.888      8.679      0.948       398076 
    50.845      8.692      1.293       231452 
    50.876      3.680      0.947       439268 
    50.987      3.653      1.269       486181 
    50.878      0.863      1.283      6235768 
    42.233      2.837      0.888       882148 
    42.237      4.088      0.891       536939 
    42.256      9.171      0.890      1942033 
    42.265      4.684      0.891      1111490 
    42.245      1.969      0.889      8651673 
    42.242      0.888      0.889    255561136 
    42.238      7.559      0.892       611386 
    42.264      8.682      0.891      1275757 
    42.250      3.681      0.890      4388600 
    32.503      0.231      4.360      2943968 
    32.517      7.559      4.361      1693498 
    32.503      2.061      4.359      1549356 
    32.505      8.966      4.360      8726525 
    32.497      0.687      4.360      1152439 
    34.857      0.848      1.934       405223 
    34.887      7.570      1.782       516731 
    34.869      7.563      1.935       468292 
    34.789      4.351      1.777       796363 
    34.807      4.353      1.940       941424 
    34.775      1.785      1.937      7930210 
    34.800      1.939      1.777      8266946 
    34.835      1.940      1.935     15118055 
    34.855      2.205      1.946       825906 
    34.846      8.966      1.778       491086 
    34.825      8.968      1.931       454930 
    34.852      0.219      1.784       274622 
    34.751      0.214      1.930       236155 
    34.833      0.463      1.778       795921 
    34.803      0.462      1.935       541485 
    34.876      8.422      1.776       416897 
    34.818      1.380      1.933      1758624 
    36.039      7.581      2.070       139614 
    35.997      7.582      2.177       189040 
    35.998      4.357      2.073       795096 
    36.020      4.356      2.191      1077120 
    36.028      8.964      2.072      1079660 
    36.032      8.964      2.193      1190010 
    36.000      0.466      2.076       898052 
    52.904      9.487      4.427       445130 
    52.889      0.994      4.421       312751 
    52.904      8.966      4.426      1032078 
    52.905      0.719      4.428      1206322 
    52.895      2.320      4.428      1069822 
    52.890      6.543      4.428      1845363 
    52.891      8.117      4.428      3839344 
    52.903      1.150      4.426       402267 
    52.864      5.560      4.427       831464 
    52.897      7.143      4.425       496166 
    52.892      8.411      4.425       261798 
    52.137      9.480      0.714       197004 
    52.244      9.483      2.318       168121 
    52.036      6.680      2.334       191041 
    52.142      0.232      2.319       334053 
    52.080      8.966      0.718       775687 
    52.090      8.966      2.327      1944834 
    52.051      4.416      0.715       307257 
    52.062      4.403      2.328       543874 
    52.059      0.726      0.716      3140978 
    52.092      0.718      2.328      4163642 
    52.086      2.321      0.718      3261926 
    52.079      2.321      2.327      6454259 
    52.048      6.538      2.331       205984 
    52.045      8.126      2.330       215311 
    53.944      2.066      4.482       241632 
    53.970      8.116      4.488       704088 
    53.978      4.494      4.494      7098016 
    53.939      1.202      4.488      2326430 
    53.960      0.176      4.491       525500 
    53.954      0.459      4.489      3629498 
    53.982      7.285      4.499       202307 
    42.939      8.120      1.210       681862 
    42.954      4.481      1.232       435291 
    42.926      0.177      1.206      1742001 
    42.934      0.178      1.243      1779114 
    42.928      0.444      1.261      1623524 
    42.863      1.272      1.275    397439424 
    50.165      8.116      0.181       168954 
    50.120      1.200      0.178      2526456 
    50.089      0.176      0.178     85047608 
    50.095      0.450      0.177      3625325 
    50.057      1.115      0.176      1037692 
    50.092      2.269      0.178      1316441 
    50.097      2.882      0.179      1097512 
    50.077      6.770      0.178       539219 
    50.159      8.260      0.177       151968 
    50.088      8.664      0.180       456028 
    50.160      5.550      0.185       175134 
    50.093      8.407      0.173       325915 
    50.127      5.248      0.178       225268 
    50.094      1.378      0.177      1290768 
    50.109      5.460      0.180       250503 
    50.071      1.946      0.177       757660 
    50.094      6.528      0.179       870484 
    50.057      6.602      0.174       551214 
    50.106      8.907      0.176       199767 
    45.902      1.784      0.460      1326374 
    45.883      1.930      0.459       810260 
    45.907      2.064      0.459      1252425 
    45.872      2.205      0.459       635503 
    45.842      8.959      0.455       201049 
    45.931      8.119      0.460       535903 
    45.911      4.487      0.460      1894999 
    45.930      0.174      0.458      6694792 
    45.903      0.458      0.460    139174464 
    45.895      1.149      0.459      5061432 
    46.146      6.748      0.461       161760 
    45.929      5.563      0.461       247985 
    45.873      8.407      0.463       538007 
    45.864      1.385      0.461      4390506 
    45.897      6.602      0.460       703995 
    50.934      8.116      1.128       741869 
    50.979      4.475      1.137       251135 
    50.662      0.177      1.127      1332143 
    50.918      0.462      1.132      1707616 
    50.938      5.561      1.129       467969 
    50.956      8.405      1.131       526800 
    52.781      6.684      3.144       250265 
    52.926      6.713      3.367       171324 
    52.800      4.774      3.370       267389 
    52.763      3.384      3.148     13308171 
    52.800      7.284      3.141       350678 
    52.699      7.286      3.387       264883 
    52.762      3.167      3.403     13910244 
    52.770      3.389      3.391     19471066 
    32.444      7.386      4.558       287286 
    32.613      3.931      4.553      1517698 
    32.615      4.028      4.554      2968704 
    32.618      8.839      4.554      3581884 
    32.642      1.367      4.555       901460 
    32.674      7.953      4.553       628439 
    32.679      7.242      4.553       223724 
    40.132      1.224      3.939       676710 
    40.161      1.222      4.045       615236 
    40.161      0.175      3.938       444019 
    40.157      0.177      4.043       403494 
    40.084      0.470      3.939       150661 
    40.192      0.436      4.042       221320 
    40.149      7.378      3.937       286429 
    40.160      7.376      4.044       234094 
    40.152      4.546      3.940       786261 
    40.148      4.548      4.045      1173506 
    40.152      3.941      3.938     28451258 
    40.161      3.954      4.044     16794134 
    40.192      4.036      3.941     14532790 
    40.192      4.042      4.047     26898636 
    40.151      8.842      3.934       351486 
    40.162      8.838      4.046       647485 
    40.177      1.336      4.043       284750 
    40.173      7.958      3.940       618707 
    40.167      7.958      4.043       627771 
    40.158      7.224      3.938      1300262 
    40.161      7.223      4.043       824474 
    40.172      2.266      3.937       412699 
    40.150      2.267      4.044       266471 
    40.175      6.768      3.940       270491 
    40.092      6.764      4.046       192352 
    53.722      8.837      4.207      1271382 
    53.758      4.203      4.208     51306344 
    53.741      1.371      4.209      9333409 
    53.726      7.957      4.209      1016890 
    53.702      7.219      4.213       197691 
    42.925      8.838      1.374      3489990 
    42.919      4.205      1.373      8588829 
    42.872      7.222      1.378       329580 
    39.372      1.375      3.884       649332 
    39.367      7.961      3.883      2125513 
    39.370      3.425      3.883      2994696 
    39.366      0.567      3.884      4361985 
    39.354      7.217      3.881       911483 
    39.347      6.772      3.885       287871 
    39.219      2.970      3.884       698283 
    39.295      1.743      3.884       268565 
    45.972      4.044      3.422       635162 
    45.968      1.362      3.421       275162 
    45.950      7.961      3.423      2844960 
    45.911      3.885      3.423      3186992 
    45.953      0.566      3.423      8668288 
    45.951      7.221      3.423      1920249 
    45.942      6.772      3.423      1686690 
    45.955      7.958      0.567      1056077 
    45.951      3.884      0.567      4147081 
    45.943      3.424      0.567      7660933 
    45.946      7.220      0.569       609241 
    45.951      6.768      0.568      2144698 
    45.951      0.567      0.567    339195552 
    32.489      2.268      4.442      1372593 
    32.484      2.884      4.442      1898612 
    32.497      6.775      4.443      2584301 
    32.488      8.665      4.442       653129 
    32.490      7.211      4.439      1112262 
    32.499      1.618      4.439      1468527 
    32.507      1.679      4.436      1413964 
    43.122      0.177      2.271      1410536 
    43.138      0.176      2.885      1333055 
    43.126      7.220      2.277       792713 
    43.150      7.223      2.886       490713 
    43.103      4.442      2.273       506964 
    43.133      4.445      2.889       722724 
    43.137      2.269      2.273      7668703 
    43.144      2.268      2.887      5742738 
    43.145      2.885      2.273      5461065 
    43.140      6.773      2.273      2263076 
    43.145      6.777      2.887      1869542 
    43.113      8.267      2.270       487106 
    43.129      8.264      2.885       718710 
    43.076      8.668      2.281       316108 
    43.130      8.669      2.885       323126 
    43.161      1.947      2.267       602404 
    43.138      1.946      2.885       803284 
    43.091      8.908      2.266       150127 
    43.150      8.904      2.885       268730 
    31.731      9.485      4.949       675628 
    31.561      8.150      4.952       564278 
    31.692      1.247      4.953       925503 
    31.650      8.268      4.955       773808 
    31.700      4.951      4.953      3421634 
    31.693      2.430      4.952      1734290 
    31.681      2.539      4.945       975952 
    31.698      8.668      4.951       473606 
    46.582      8.263      2.425       489295 
    46.545      8.258      2.540       663103 
    46.604      4.949      2.440       203654 
    46.586      4.955      2.550       172160 
    46.581      2.427      2.426      5689452 
    46.582      2.434      2.535      4499232 
    46.574      2.502      2.535      4555270 
    46.557      8.666      2.426       446498 
    46.586      8.665      2.533       438183 
    46.539      7.133      2.428       656657 
    46.559      7.128      2.534       566098 
    46.627     10.655      2.429       455574 
    46.573     10.655      2.531       472876 
    32.971      0.827      5.562       295150 
    32.897      1.000      5.560       554977 
    32.875      7.563      5.562       185065 
    32.887      8.119      5.560      1058491 
    32.896      0.181      5.561       481634 
    32.888      1.141      5.560      1254298 
    32.913      8.666      5.560       973476 
    32.891      5.559      5.561     14095033 
    32.875      2.504      5.558      1312959 
    32.903      3.171      5.561      1909234 
    32.899      7.142      5.560       895159 
    32.907      6.543      5.567       176456 
    32.895      8.409      5.560      5265641 
    32.909      1.385      5.558       506195 
    32.893      0.473      5.562       470000 
    44.670      0.326      2.504       337095 
    44.697      0.325      3.173       393136 
    44.698      0.998      2.502       684661 
    44.710      0.998      3.174      1041354 
    44.694      8.668      2.505       938576 
    44.717      8.669      3.172       593001 
    44.689      5.561      2.503       924436 
    44.700      5.558      3.171      1123247 
    44.691      2.505      2.504      6883078 
    44.705      2.504      3.172      5542662 
    44.703      3.171      2.504      5665693 
    44.704      3.171      3.172      6939000 
    44.699      7.142      2.505      1202726 
    44.714      7.141      3.172      1009960 
    44.761      8.413      2.505       504988 
    44.709      8.409      3.172       857684 
    44.787      8.905      2.514       148749 
    44.896      8.923      3.170       107339 
    44.701      0.478      2.503      1226195 
    44.705      0.480      3.172       917245 
    44.573      0.140      2.508       163421 
    44.696      0.145      3.184       141363 
    44.654      0.828      2.507      1100726 
    44.676      0.826      3.171      1235080 
    51.184      8.408      5.245       792773 
    51.193      5.248      5.248      8937821 
    51.186      1.383      5.247      3607549 
    51.200      9.256      5.247      4430970 
    51.199      5.447      5.245      1418589 
    51.199      6.521      5.246      1710782 
    51.206      8.902      5.246       393146 
    45.700      0.924      1.382      2338912 
    45.702      7.563      1.383      1601177 
    45.720      1.780      1.382      3467826 
    45.708      1.948      1.383      3207348 
    45.715      0.175      1.382      1818938 
    45.754      0.457      1.380      3593494 
    45.703      8.410      1.382      3242292 
    45.701      5.247      1.383      3021267 
    45.704      9.250      1.382      1695916 
    45.730      0.837      1.381      3950801 
    45.716      0.668      1.382      4543240 
    45.713      6.598      1.382      3217031 
    36.618      4.094      4.870      2167724 
    36.399      9.182      4.868       251623 
    36.421      2.174      4.865      -304926 
    36.477      0.526      4.868       357391 
    36.423      8.695      4.867       511747 
    35.914      5.251      2.151       249014 
    35.873      9.253      2.161      1721126 
    35.871      0.528      2.160      3605980 
    35.887      0.836      2.161      3804059 
    35.881      7.109      2.159      2423556 
    44.324      8.809      0.530       691805 
    44.248      3.536      0.529      1767911 
    44.292      4.529      0.529       437889 
    44.273      8.556      0.530      3145362 
    44.286      4.085      0.530       471498 
    44.266      0.280      0.528      5369636 
    44.268      9.248      0.532       615061 
    44.302      4.850      0.530       359924 
    44.255      2.157      0.530      4642742 
    44.261      0.530      0.530    130772048 
    44.258      8.687      0.530      1952738 
    44.341      5.348      0.532       209508 
    44.294      3.682      0.527       405907 
    44.238      5.245      0.531       405118 
    44.236      2.612      0.532       494756 
    44.257      0.833      0.530      9077201 
    47.665      0.279      0.832      6939093 
    47.633      0.167      0.828      3639483 
    47.700      2.507      0.844       897202 
    47.740      3.170      0.833      1033288 
    47.707      7.136      0.836      3174486 
    47.639      8.395      0.834       659433 
    47.672      9.234      0.836      1657565 
    47.708      2.158      0.835      4231997 
    47.652      0.489      0.833     13093251 
    47.681      8.691      0.836       774148 
    47.702      4.091      0.836      2038773 
    31.429      0.535      5.361       470555 
    31.430      5.359      5.361     15565020 
    31.427      3.680      5.361      3511379 
    31.430      8.650      5.362      4385048 
    31.407      2.608      5.357       215170 
    31.403      4.924      5.364       372708 
    31.435      0.820      5.361      2019499 
    31.415      1.604      5.363       878477 
    31.400      0.681      5.362       652755 
    31.403      8.522      5.363       606105 
    40.991      8.548      3.681       464225 
    41.074      1.137      3.687       268822 
    40.987      1.492      3.679       607175 
    40.963      9.181      3.693       179290 
    41.075      1.967      3.678       273892 
    40.974      1.288      3.687       485432 
    40.962      0.531      3.680       350998 
    40.984      5.360      3.685      2074510 
    40.994      8.254      3.685       150964 
    40.972      1.599      3.687       616567 
    40.991      0.689      3.681       452175 
    40.986      0.846      3.685      5480674 
    40.978      8.676      3.683      2281845 
    52.742      3.540      5.249      1564309 
    52.722      8.579      5.248       614311 
    52.747      8.636      5.254       587682 
