       w1         w2         w3   Data Height 
   122.312      2.622      7.667      9856454 
   124.057      5.375      8.254       435966 
   124.111      7.673      8.252      1054620 
   124.126      4.552      8.253     18968890 
   124.123      2.610      8.253      3524503 
   124.124      4.962      8.255      2303443 
   124.125      0.693      8.253      2220890 
   124.128      1.602      8.252     10265700 
   124.129      0.830      8.252      3280760 
   122.869      5.260      8.537       546650 
   122.877      1.404      8.536       891301 
   122.857      9.265      8.539      2407920 
   122.863      4.827      8.539      1527358 
   122.866      2.182      8.538       717597 
   122.858      5.392      8.539      1213582 
   122.944      8.250      8.541       969789 
   122.857      4.960      8.538      9048504 
   122.883      1.616      8.533      1042526 
   122.857      0.682      8.538      3711659 
   122.847      4.046      8.538      2400752 
   122.858      3.741      8.538      2376689 
   122.854      7.604      8.538       542730 
   122.884      7.133      8.538       443666 
   122.843      7.102      8.538       450996 
   122.854      0.835      8.538      1492962 
   123.644      6.768      7.605       460836 
   123.635      5.251      7.605       385902 
   123.616      8.542      7.605       522157 
   123.620      4.046      7.606     11437707 
   123.632      3.743      7.606      2494898 
   123.620      0.617      7.606      6140882 
   123.613      5.465      7.606      2283618 
   123.624      1.585      7.606      4529120 
   123.616      1.967      7.606      2274658 
   123.608      6.528      7.608      1080331 
   123.636      8.920      7.605       565335 
   115.278      0.194      8.922      1053904 
   115.319      4.460      8.921       465500 
   115.290      2.899      8.921      1094028 
   115.282      6.783      8.921       735434 
   115.286      8.678      8.920      2681744 
   115.280      2.519      8.922      1105918 
   115.303      3.193      8.921       497294 
   115.274      7.167      8.921      1617984 
   115.278      1.400      8.918       463751 
   115.410      0.871      8.915      3079588 
   115.306      7.596      8.921       864568 
   115.276      5.466      8.921     10223349 
   115.295      1.591      8.921      1496462 
   115.278      6.536      8.919       839056 
   115.274      5.237      8.921      3162769 
   115.273      2.359      8.921      3084284 
   115.248     10.083      8.925       491634 
   124.916      4.458     10.084       274041 
   124.931      8.267     10.092       475860 
   124.904      7.174     10.090       854440 
   124.841      8.928     10.093       379978 
   124.889      5.222     10.090      5660963 
   124.896      3.694     10.090      2342330 
   124.887     10.087     10.089     23415650 
   124.874      4.756     10.089      1214117 
   124.886      2.187     10.090      1574814 
   124.937      3.018     10.083       209098 
   124.894      1.735     10.090      2585956 
   124.871     10.664     10.096       347029 
   124.893      7.745     10.088       422075 
   124.890      2.583     10.091      1035133 
   124.925      1.952     10.089       390087 
   125.008      0.135     10.086       232942 
   124.887      2.350     10.090      1833263 
   124.890      1.594     10.089      3343736 
   123.875      4.439     10.672       365917 
   123.891      8.286     10.673      1027251 
   123.886      2.439     10.672      7340325 
   123.877      2.539     10.673      3836429 
   123.891      7.146     10.672      1321505 
   123.924     10.103     10.663       364663 
   123.886      4.754     10.672      6492608 
   123.886      1.604     10.672      1623516 
   123.879      1.727     10.672      1055839 
   123.885     10.671     10.672     31961722 
   123.881      4.192     10.672      2622004 
   123.884      8.583     10.672      1860889 
   111.427      1.589      8.586      1543928 
   111.427      2.192      8.584      2577272 
   111.437      1.773      8.585      1110734 
   111.429     10.668      8.585      2563773 
   111.418      4.178      8.585      1279103 
   111.429      2.415      8.584      4301429 
   111.429      8.583      8.585     69398584 
   111.428      4.740      8.585      4903994 
   111.426      3.199      8.584      5416254 
   111.431      3.436      8.584      4153342 
   111.434      7.123      8.584      1014343 
   111.405      8.130      8.584       572363 
   111.433      7.745      8.585      4436254 
   119.554      3.709      7.751       448673 
   119.558     10.089      7.752       544791 
   119.575     10.667      7.747       262501 
   119.542      4.183      7.750       517678 
   119.558      8.586      7.750      3011368 
   119.563      4.737      7.750      1201218 
   119.638      3.198      7.746       493953 
   119.599      3.435      7.754       437229 
   119.524      7.123      7.749       697209 
   119.559      4.332      7.751      2376864 
   119.558      2.329      7.750      2549941 
   119.559      2.587      7.750      3560618 
   119.562      1.788      7.750      3553325 
   119.617      1.933      7.750      1926069 
   119.570      7.576      7.750      6158772 
   119.591      0.506      7.754       322725 
   119.511      0.143      7.749       406531 
   119.562      1.609      7.748      1669989 
   116.939      7.320      7.569      1149120 
   116.940      6.817      7.570      1315939 
   116.968      4.179      7.569       725666 
   116.925      4.741      7.570      1326238 
   116.948      7.739      7.569      7296121 
   116.919      4.332      7.568      1587444 
   116.928      2.323      7.570       939125 
   116.946      2.586      7.568      1092892 
   116.969      4.947      7.576      1957104 
   116.948      0.679      7.569      2104482 
   116.945      1.843      7.569      4444572 
   116.926      0.503      7.568      1310386 
   116.938      0.142      7.569      1639045 
   116.936      1.633      7.569      4167629 
   116.966      8.718      7.570       768886 
   117.263      1.608      8.711      1106489 
   117.226      0.269      8.708       465228 
   117.279      8.877      8.710      2254292 
   117.300      1.783      8.708       675343 
   117.284      4.947      8.708      3524769 
   117.293      0.686      8.709       817346 
   117.280      0.153      8.709       786663 
   117.289      8.708      8.709     16435788 
   117.273      4.819      8.712      1675536 
   117.287      3.887      8.710      2253656 
   117.287      1.257      8.707       588510 
   117.300      3.663      8.712       310370 
   124.286      0.937      8.039       448858 
   124.258      0.465      8.039       783816 
   124.203      8.389      8.039       409316 
   124.255      4.807      8.039      6197244 
   124.274      1.613      8.038      1391238 
   124.258      0.216      8.040      2259995 
   124.259      8.898      8.039      1414164 
   124.255      4.161      8.039     13269718 
   124.277      1.766      8.039      1877942 
   124.260      1.992      8.040      2113799 
   124.269      3.663      8.039       378278 
   124.242      8.036      8.038     56284132 
   124.255      4.247      8.036      5271378 
   124.257      1.260      8.039      7445456 
   124.254      1.387      8.039      7353454 
   124.264      8.490      8.040      2026766 
   124.267      0.754      8.040      2555174 
   123.090      8.035      8.493      2856857 
   123.079      1.269      8.491      3037693 
   123.091      1.738      8.492     10551999 
   123.080      4.252      8.493     24820914 
   123.086      1.402      8.491      7635292 
   110.697      4.246      8.486     19798126 
   110.696      1.754      8.486      4077049 
   110.695      1.386      8.485      1911268 
   110.696      3.877      8.486     11193374 
   110.695      3.984      8.485      9551383 
   110.693      8.244      8.486      4212338 
   110.692      8.485      8.486    137920320 
   108.368      8.500      8.257      4775342 
   108.364      1.599      8.258       790958 
   108.373      0.886      8.257       563028 
   108.367      3.943      8.257     30867802 
   108.357      4.250      8.257      2020810 
   121.618      3.941      8.161     17981268 
   121.585      4.264      8.161      8786057 
   121.574      0.880      8.161      3812184 
   121.585      1.292      8.159       810021 
   121.604      1.582      8.160     22355092 
   123.128      4.246      8.213     19521894 
   123.149      1.543      8.212      5974820 
   123.135      0.864      8.212      2542153 
   123.133      8.211      8.213    290959872 
   123.118      4.183      8.216      8658047 
   123.127      1.291      8.213     18122270 
   123.130      7.876      8.214      8289140 
   123.143      2.976      8.214       540364 
   118.530      1.551      7.883      1178708 
   118.487      8.220      7.884      7133796 
   118.481      4.191      7.885     15533776 
   118.484      1.292      7.885      6357338 
   118.483      4.470      7.885      8223116 
   118.489      2.980      7.884     14984731 
   118.485      7.041      7.885      3509908 
   118.550      3.930      7.874      1659349 
   118.508      2.023      7.884       572404 
   118.505      0.883      7.885      1174758 
   121.453      1.305      7.894       631163 
   121.457      4.471      7.894     16386918 
   121.457      2.985      7.894      5545156 
   121.463      7.042      7.896      1897073 
   121.457      3.933      7.894      6823510 
   121.457      2.012      7.893     11119417 
   121.458      0.893      7.894     10882730 
   121.470      1.572      7.896      1165974 
   124.553      2.996      8.144       475212 
   124.542      7.896      8.147      7566358 
   124.546      3.933      8.147     20973486 
   124.543      2.012      8.147      4520230 
   124.549      4.209      8.148      7848917 
   124.545      1.583      8.147     19119638 
   124.547      0.866      8.147      6988878 
   120.979      4.203      8.162     20974268 
   121.008      0.864      8.162      3845750 
   120.985      4.123      8.163      7879698 
   120.977      2.150      8.163      3468274 
   120.987      1.849      8.163     16352122 
   121.011      2.947      8.166       259599 
   121.041      1.584      8.160      5213818 
   118.819      0.863      8.307       426366 
   118.831      4.135      8.308      8896223 
   118.826      2.136      8.308       503590 
   118.824      1.849      8.308      2501632 
   118.822      8.307      8.307     70051392 
   118.836      4.530      8.306      3996716 
   118.829      2.944      8.308      4058968 
   118.817      3.079      8.308      2365622 
   118.833      7.052      8.308       511228 
   119.173      4.546      8.364      1425310 
   119.182      3.054      8.368       714800 
   119.693      4.577      8.492       352650 
   125.402      4.597      8.317      8441842 
   125.395      4.419      8.311      2248537 
   125.394      3.144      8.317      3176794 
